Transaction ID;Date;Customer ID;Gender;Age;Product Category;Quantity;Price per Unit;Total Amount;Postcode
612;6-8-2025;CUST612;Female;61;Electronics;1;€ 500,00;€ 500,00;4001CH
613;23-4-2025;CUST613;Female;52;Clothing;3;€ 30,00;€ 90,00;4001CH
614;1-4-2025;CUST614;Female;39;Beauty;4;€ 300,00;€ 1.200,00;4001CH
615;23-12-2025;CUST615;Female;61;Clothing;4;€ 25,00;€ 100,00;4001CH
616;23-9-2025;CUST616;Male;41;Clothing;2;€ 50,00;€ 100,00;4001CH
617;26-8-2025;CUST617;Male;34;Electronics;1;€ 30,00;€ 30,00;4001CH
618;26-1-2025;CUST618;Female;27;Beauty;1;€ 50,00;€ 50,00;4001CH
619;13-10-2025;CUST619;Male;47;Electronics;4;€ 25,00;€ 100,00;4001CH
620;8-5-2025;CUST620;Male;63;Electronics;3;€ 25,00;€ 75,00;4001CH
621;4-3-2025;CUST621;Female;40;Beauty;2;€ 500,00;€ 1.000,00;4001CH
622;22-8-2025;CUST622;Female;49;Beauty;3;€ 25,00;€ 75,00;4001CH
623;10-3-2025;CUST623;Male;34;Clothing;3;€ 50,00;€ 150,00;4001CH
624;26-8-2025;CUST624;Female;34;Beauty;3;€ 300,00;€ 900,00;4001CH
625;8-12-2025;CUST625;Male;31;Clothing;1;€ 300,00;€ 300,00;4001CH
626;29-9-2025;CUST626;Female;26;Clothing;4;€ 500,00;€ 2.000,00;4001CH
627;14-10-2025;CUST627;Male;57;Clothing;1;€ 50,00;€ 50,00;4001CH
628;1-11-2025;CUST628;Female;19;Beauty;4;€ 50,00;€ 200,00;4001CH
629;12-6-2025;CUST629;Male;62;Electronics;2;€ 25,00;€ 50,00;4001CH
630;15-8-2025;CUST630;Male;42;Clothing;2;€ 50,00;€ 100,00;4001CH
631;10-11-2025;CUST631;Male;56;Electronics;3;€ 30,00;€ 90,00;4001CH
632;16-9-2025;CUST632;Female;26;Electronics;4;€ 25,00;€ 100,00;4001CH
633;7-8-2025;CUST633;Male;39;Beauty;4;€ 30,00;€ 120,00;4001CH
634;8-10-2025;CUST634;Male;60;Electronics;4;€ 500,00;€ 2.000,00;4001CH
635;17-8-2025;CUST635;Female;63;Electronics;3;€ 300,00;€ 900,00;4001CH
636;23-3-2025;CUST636;Female;21;Beauty;3;€ 500,00;€ 1.500,00;4001CH
637;1-9-2025;CUST637;Male;43;Clothing;2;€ 300,00;€ 600,00;4001CH
638;19-8-2025;CUST638;Male;46;Electronics;1;€ 500,00;€ 500,00;4001CH
639;13-5-2025;CUST639;Female;62;Beauty;4;€ 50,00;€ 200,00;4001CH
640;7-5-2025;CUST640;Female;51;Electronics;4;€ 30,00;€ 120,00;4001CH
641;23-11-2025;CUST641;Female;40;Electronics;1;€ 300,00;€ 300,00;4001CH
642;22-5-2025;CUST642;Female;54;Clothing;4;€ 25,00;€ 100,00;4001CH
643;24-9-2025;CUST643;Female;28;Electronics;3;€ 30,00;€ 90,00;4001CH
644;6-9-2025;CUST644;Male;23;Beauty;3;€ 25,00;€ 75,00;4001CH
645;17-11-2025;CUST645;Female;35;Electronics;4;€ 30,00;€ 120,00;4001CH
646;3-5-2025;CUST646;Male;38;Clothing;3;€ 30,00;€ 90,00;4001CH
647;21-5-2025;CUST647;Male;59;Clothing;3;€ 500,00;€ 1.500,00;4001CH
648;14-8-2025;CUST648;Male;53;Beauty;4;€ 300,00;€ 1.200,00;4001CH
649;9-2-2025;CUST649;Female;58;Clothing;2;€ 300,00;€ 600,00;4001CH
650;1-1-2024;CUST650;Male;55;Electronics;1;€ 30,00;€ 30,00;4001CH
651;27-5-2025;CUST651;Male;51;Clothing;3;€ 50,00;€ 150,00;4001CH
652;1-5-2025;CUST652;Female;34;Beauty;2;€ 50,00;€ 100,00;4001CH
653;20-5-2025;CUST653;Male;54;Clothing;3;€ 25,00;€ 75,00;4001CH
654;21-6-2025;CUST654;Male;42;Clothing;3;€ 25,00;€ 75,00;4001CH
655;13-6-2025;CUST655;Female;55;Clothing;1;€ 500,00;€ 500,00;4001CH
656;4-10-2025;CUST656;Male;29;Beauty;3;€ 30,00;€ 90,00;4001CH
657;11-2-2025;CUST657;Male;40;Clothing;1;€ 25,00;€ 25,00;4001CH
658;12-3-2025;CUST658;Male;59;Clothing;1;€ 25,00;€ 25,00;4001CH
659;19-3-2025;CUST659;Female;39;Electronics;1;€ 30,00;€ 30,00;4001CH
660;29-4-2025;CUST660;Female;38;Beauty;2;€ 500,00;€ 1.000,00;4001CH
661;16-7-2025;CUST661;Female;44;Clothing;4;€ 25,00;€ 100,00;4001CH
662;22-12-2025;CUST662;Male;48;Beauty;2;€ 500,00;€ 1.000,00;4001CH
663;20-3-2025;CUST663;Male;23;Clothing;4;€ 300,00;€ 1.200,00;4001CH
664;28-12-2025;CUST664;Female;44;Clothing;4;€ 500,00;€ 2.000,00;4001CH
665;20-4-2025;CUST665;Male;57;Clothing;1;€ 50,00;€ 50,00;4001CH
666;2-2-2025;CUST666;Male;51;Electronics;3;€ 50,00;€ 150,00;4001CH
667;1-8-2025;CUST667;Female;29;Electronics;1;€ 500,00;€ 500,00;4001CH
668;28-7-2025;CUST668;Female;62;Electronics;3;€ 50,00;€ 150,00;4001CH
669;19-6-2025;CUST669;Male;24;Beauty;4;€ 300,00;€ 1.200,00;4001CH
670;5-10-2025;CUST670;Male;27;Beauty;1;€ 30,00;€ 30,00;4001CH
671;27-8-2025;CUST671;Male;62;Electronics;3;€ 50,00;€ 150,00;4001CH
672;1-8-2025;CUST672;Female;34;Beauty;2;€ 50,00;€ 100,00;4001CH
673;1-2-2025;CUST673;Female;43;Clothing;3;€ 500,00;€ 1.500,00;4001CH
674;16-4-2025;CUST674;Female;38;Clothing;1;€ 300,00;€ 300,00;4001CH
675;4-8-2025;CUST675;Female;45;Clothing;2;€ 30,00;€ 60,00;4001CH
676;19-7-2025;CUST676;Male;63;Electronics;3;€ 500,00;€ 1.500,00;4001CH
677;27-10-2025;CUST677;Female;19;Beauty;3;€ 500,00;€ 1.500,00;4001CH
678;23-12-2025;CUST678;Female;60;Electronics;3;€ 300,00;€ 900,00;4001CH
679;11-1-2025;CUST679;Female;18;Beauty;3;€ 30,00;€ 90,00;4001CH
680;22-10-2025;CUST680;Female;53;Clothing;3;€ 300,00;€ 900,00;4001CH
681;14-7-2025;CUST681;Female;43;Electronics;2;€ 30,00;€ 60,00;4001CH
682;2-9-2025;CUST682;Male;46;Beauty;4;€ 300,00;€ 1.200,00;4001CH
683;4-1-2025;CUST683;Male;38;Beauty;2;€ 500,00;€ 1.000,00;4001CH
684;30-6-2025;CUST684;Female;28;Clothing;2;€ 500,00;€ 1.000,00;4001CH
685;2-6-2025;CUST685;Male;57;Electronics;2;€ 25,00;€ 50,00;4001CH
686;19-7-2025;CUST686;Female;28;Electronics;4;€ 50,00;€ 200,00;4001CH
687;3-8-2025;CUST687;Female;53;Electronics;1;€ 300,00;€ 300,00;4001CH
688;3-10-2025;CUST688;Male;56;Clothing;4;€ 25,00;€ 100,00;4001CH
689;7-10-2025;CUST689;Male;57;Electronics;2;€ 50,00;€ 100,00;4001CH
690;5-11-2025;CUST690;Female;52;Clothing;3;€ 300,00;€ 900,00;4001CH
691;23-4-2025;CUST691;Female;51;Clothing;3;€ 30,00;€ 90,00;4001CH
692;7-9-2025;CUST692;Female;64;Clothing;2;€ 50,00;€ 100,00;4001CH
693;23-4-2025;CUST693;Male;41;Beauty;3;€ 500,00;€ 1.500,00;4001CH
694;20-5-2025;CUST694;Female;39;Electronics;2;€ 25,00;€ 50,00;4001CH
695;12-8-2025;CUST695;Female;22;Electronics;3;€ 50,00;€ 150,00;4001CH
696;6-9-2025;CUST696;Female;50;Clothing;4;€ 50,00;€ 200,00;4001CH
697;15-1-2025;CUST697;Male;53;Clothing;1;€ 500,00;€ 500,00;4001CH
698;19-7-2025;CUST698;Female;64;Electronics;1;€ 300,00;€ 300,00;4001CH
699;22-6-2025;CUST699;Female;37;Clothing;4;€ 30,00;€ 120,00;4001CH
700;9-12-2025;CUST700;Male;36;Electronics;4;€ 500,00;€ 2.000,00;4001CH
701;14-12-2025;CUST701;Female;52;Beauty;2;€ 30,00;€ 60,00;4001CH
702;27-7-2025;CUST702;Female;60;Clothing;2;€ 300,00;€ 600,00;4001CH
703;26-3-2025;CUST703;Male;34;Electronics;2;€ 50,00;€ 100,00;4001CH
704;28-8-2025;CUST704;Female;62;Clothing;3;€ 30,00;€ 90,00;4001CH
705;7-3-2025;CUST705;Male;60;Electronics;2;€ 25,00;€ 50,00;4001CH
706;15-11-2025;CUST706;Male;51;Electronics;4;€ 25,00;€ 100,00;4001CH
707;1-10-2025;CUST707;Female;26;Clothing;1;€ 500,00;€ 500,00;4001CH
708;14-1-2025;CUST708;Female;43;Beauty;3;€ 300,00;€ 900,00;4001CH
709;21-7-2025;CUST709;Female;19;Electronics;2;€ 500,00;€ 1.000,00;4001CH
710;31-10-2025;CUST710;Female;26;Electronics;3;€ 500,00;€ 1.500,00;4001CH
711;16-10-2025;CUST711;Male;26;Electronics;3;€ 500,00;€ 1.500,00;4001CH
712;6-12-2025;CUST712;Female;57;Beauty;2;€ 25,00;€ 50,00;4001CH
713;14-1-2025;CUST713;Male;34;Beauty;3;€ 25,00;€ 75,00;4001CH
714;12-2-2025;CUST714;Female;18;Clothing;1;€ 500,00;€ 500,00;4001CH
715;26-11-2025;CUST715;Female;42;Beauty;4;€ 25,00;€ 100,00;4001CH
716;8-8-2025;CUST716;Female;60;Clothing;4;€ 300,00;€ 1.200,00;4001CH
717;11-3-2025;CUST717;Male;57;Clothing;1;€ 500,00;€ 500,00;4001CH
718;25-8-2025;CUST718;Female;59;Beauty;3;€ 25,00;€ 75,00;4001CH
719;4-4-2025;CUST719;Female;42;Clothing;2;€ 30,00;€ 60,00;4001CH
720;26-1-2025;CUST720;Female;56;Beauty;3;€ 500,00;€ 1.500,00;4001CH
721;14-5-2025;CUST721;Female;52;Clothing;1;€ 500,00;€ 500,00;4001CH
722;14-7-2025;CUST722;Male;20;Beauty;3;€ 300,00;€ 900,00;4001CH
723;17-6-2025;CUST723;Female;54;Beauty;4;€ 50,00;€ 200,00;4001CH
724;19-4-2025;CUST724;Male;61;Clothing;3;€ 50,00;€ 150,00;4001CH
725;21-8-2025;CUST725;Male;61;Electronics;1;€ 300,00;€ 300,00;4001CH
726;17-6-2025;CUST726;Male;47;Clothing;4;€ 300,00;€ 1.200,00;4001CH
727;22-6-2025;CUST727;Male;55;Beauty;3;€ 300,00;€ 900,00;4001CH
728;14-7-2025;CUST728;Male;51;Electronics;3;€ 50,00;€ 150,00;4001CH
729;23-5-2025;CUST729;Male;29;Clothing;4;€ 300,00;€ 1.200,00;4001CH
730;4-8-2025;CUST730;Female;36;Clothing;2;€ 25,00;€ 50,00;4001CH
731;10-5-2025;CUST731;Male;54;Clothing;4;€ 500,00;€ 2.000,00;4001CH
732;11-2-2025;CUST732;Male;61;Electronics;2;€ 500,00;€ 1.000,00;4001CH
733;29-8-2025;CUST733;Male;34;Beauty;1;€ 30,00;€ 30,00;4001CH
734;10-1-2025;CUST734;Female;27;Clothing;1;€ 30,00;€ 30,00;4001CH
735;4-10-2025;CUST735;Female;64;Clothing;4;€ 500,00;€ 2.000,00;4001CH
736;27-1-2025;CUST736;Male;29;Clothing;4;€ 25,00;€ 100,00;4001CH
737;29-6-2025;CUST737;Female;33;Clothing;1;€ 50,00;€ 50,00;4001CH
738;25-4-2025;CUST738;Male;41;Clothing;2;€ 50,00;€ 100,00;4001CH
739;29-11-2025;CUST739;Male;36;Beauty;1;€ 25,00;€ 25,00;4001CH
740;5-2-2025;CUST740;Female;25;Beauty;4;€ 50,00;€ 200,00;4001CH
741;30-11-2025;CUST741;Male;48;Clothing;1;€ 300,00;€ 300,00;4001CH
742;21-1-2025;CUST742;Female;38;Electronics;4;€ 500,00;€ 2.000,00;4001CH
743;16-1-2025;CUST743;Female;34;Beauty;4;€ 500,00;€ 2.000,00;4001CH
744;7-5-2025;CUST744;Male;40;Electronics;1;€ 25,00;€ 25,00;4001CH
745;13-4-2025;CUST745;Male;54;Beauty;2;€ 50,00;€ 100,00;4001CH
746;11-1-2025;CUST746;Female;33;Clothing;3;€ 30,00;€ 90,00;4001CH
747;15-11-2025;CUST747;Male;23;Beauty;1;€ 30,00;€ 30,00;4001CH
748;20-3-2025;CUST748;Male;25;Clothing;3;€ 50,00;€ 150,00;4001CH
749;3-5-2025;CUST749;Male;42;Beauty;1;€ 30,00;€ 30,00;4001CH
750;6-3-2025;CUST750;Female;35;Clothing;3;€ 25,00;€ 75,00;4001CH
751;31-8-2025;CUST751;Female;42;Clothing;2;€ 25,00;€ 50,00;4001CH
752;9-12-2025;CUST752;Male;29;Clothing;2;€ 50,00;€ 100,00;4001CH
753;28-2-2025;CUST753;Female;32;Clothing;1;€ 30,00;€ 30,00;4001CH
754;16-10-2025;CUST754;Female;43;Electronics;4;€ 25,00;€ 100,00;4001CH
755;22-4-2025;CUST755;Female;58;Clothing;3;€ 25,00;€ 75,00;4001CH
756;27-8-2025;CUST756;Female;62;Electronics;4;€ 300,00;€ 1.200,00;4001CH
757;25-12-2025;CUST757;Female;43;Electronics;4;€ 300,00;€ 1.200,00;4001CH
758;12-5-2025;CUST758;Male;64;Clothing;4;€ 25,00;€ 100,00;4001CH
759;8-7-2025;CUST759;Male;49;Electronics;2;€ 50,00;€ 100,00;4001CH
760;27-3-2025;CUST760;Male;27;Beauty;1;€ 500,00;€ 500,00;4001CH
761;7-11-2025;CUST761;Female;33;Clothing;1;€ 500,00;€ 500,00;4001CH
762;7-11-2025;CUST762;Female;24;Electronics;2;€ 25,00;€ 50,00;4001CH
763;28-2-2025;CUST763;Male;34;Clothing;2;€ 25,00;€ 50,00;4001CH
764;25-3-2025;CUST764;Female;40;Clothing;1;€ 25,00;€ 25,00;4001CH
765;9-6-2025;CUST765;Male;43;Clothing;4;€ 50,00;€ 200,00;4001CH
766;25-2-2025;CUST766;Male;38;Electronics;3;€ 300,00;€ 900,00;4001CH
767;24-10-2025;CUST767;Male;39;Beauty;3;€ 25,00;€ 75,00;4001CH
768;14-1-2025;CUST768;Female;24;Beauty;3;€ 25,00;€ 75,00;4001CH
769;9-6-2025;CUST769;Female;31;Electronics;4;€ 30,00;€ 120,00;4001CH
770;22-10-2025;CUST770;Male;32;Clothing;1;€ 50,00;€ 50,00;4001CH
771;13-12-2025;CUST771;Male;24;Electronics;2;€ 25,00;€ 50,00;4001CH
772;12-7-2025;CUST772;Male;26;Electronics;1;€ 30,00;€ 30,00;4001CH
773;23-7-2025;CUST773;Male;25;Electronics;4;€ 500,00;€ 2.000,00;4001CH
774;12-4-2025;CUST774;Female;40;Clothing;2;€ 25,00;€ 50,00;4001CH
775;8-2-2025;CUST775;Female;46;Electronics;4;€ 25,00;€ 100,00;4001CH
776;31-10-2025;CUST776;Male;35;Clothing;3;€ 30,00;€ 90,00;4001CH
777;20-12-2025;CUST777;Male;48;Electronics;3;€ 50,00;€ 150,00;4001CH
778;18-11-2025;CUST778;Female;47;Beauty;4;€ 25,00;€ 100,00;4001CH
779;5-5-2025;CUST779;Female;56;Electronics;2;€ 500,00;€ 1.000,00;4001CH
780;22-2-2025;CUST780;Male;52;Electronics;2;€ 25,00;€ 50,00;4001CH
781;23-12-2025;CUST781;Male;35;Beauty;1;€ 500,00;€ 500,00;4001CH
782;4-6-2025;CUST782;Male;59;Clothing;3;€ 300,00;€ 900,00;4001CH
783;17-12-2025;CUST783;Female;56;Clothing;1;€ 300,00;€ 300,00;4001CH
784;4-11-2025;CUST784;Female;34;Electronics;1;€ 500,00;€ 500,00;4001CH
785;3-3-2025;CUST785;Female;31;Beauty;4;€ 50,00;€ 200,00;4001CH
786;17-10-2025;CUST786;Male;48;Clothing;4;€ 25,00;€ 100,00;4001CH
787;22-1-2025;CUST787;Male;41;Electronics;1;€ 25,00;€ 25,00;4001CH
788;27-6-2025;CUST788;Female;52;Beauty;3;€ 300,00;€ 900,00;4001CH
789;30-9-2025;CUST789;Female;61;Clothing;4;€ 500,00;€ 2.000,00;4001CH
790;8-8-2025;CUST790;Male;62;Clothing;1;€ 25,00;€ 25,00;4001CH
791;5-12-2025;CUST791;Female;51;Beauty;1;€ 25,00;€ 25,00;4001CH
792;9-7-2025;CUST792;Female;20;Beauty;1;€ 50,00;€ 50,00;4001CH
793;5-2-2025;CUST793;Male;54;Beauty;1;€ 30,00;€ 30,00;4001CH
794;17-9-2025;CUST794;Female;60;Beauty;1;€ 300,00;€ 300,00;4001CH
795;28-11-2025;CUST795;Male;57;Electronics;1;€ 300,00;€ 300,00;4001CH
796;24-6-2025;CUST796;Male;43;Beauty;4;€ 30,00;€ 120,00;4001CH
797;7-1-2025;CUST797;Male;40;Clothing;3;€ 25,00;€ 75,00;4001CH
798;4-8-2025;CUST798;Male;61;Clothing;1;€ 50,00;€ 50,00;4001CH
799;8-9-2025;CUST799;Male;56;Electronics;2;€ 50,00;€ 100,00;4001CH
800;24-2-2025;CUST800;Male;32;Clothing;4;€ 300,00;€ 1.200,00;4001CH
801;10-8-2025;CUST801;Male;21;Clothing;4;€ 50,00;€ 200,00;4001CH
802;5-7-2025;CUST802;Female;46;Beauty;1;€ 30,00;€ 30,00;4001CH
803;22-11-2025;CUST803;Male;39;Clothing;4;€ 25,00;€ 100,00;4001CH
804;24-8-2025;CUST804;Male;42;Electronics;1;€ 30,00;€ 30,00;4001CH
805;29-12-2025;CUST805;Female;30;Beauty;3;€ 500,00;€ 1.500,00;4001CH
806;20-3-2025;CUST806;Female;35;Beauty;3;€ 300,00;€ 900,00;4001CH
807;11-8-2025;CUST807;Female;50;Electronics;4;€ 50,00;€ 200,00;4001CH
808;1-4-2025;CUST808;Male;33;Beauty;4;€ 500,00;€ 2.000,00;4001CH
809;25-9-2025;CUST809;Female;62;Beauty;2;€ 50,00;€ 100,00;4001CH
810;30-11-2025;CUST810;Male;59;Electronics;4;€ 25,00;€ 100,00;4001CH
811;19-5-2025;CUST811;Male;61;Beauty;2;€ 25,00;€ 50,00;4001CH
812;12-11-2025;CUST812;Male;19;Electronics;3;€ 25,00;€ 75,00;4001CH
813;3-10-2025;CUST813;Male;52;Electronics;3;€ 50,00;€ 150,00;4001CH
814;5-9-2025;CUST814;Female;59;Clothing;1;€ 500,00;€ 500,00;4001CH
815;27-8-2025;CUST815;Female;51;Clothing;3;€ 25,00;€ 75,00;4001CH
816;12-8-2025;CUST816;Male;47;Beauty;2;€ 500,00;€ 1.000,00;4001CH
817;31-10-2025;CUST817;Male;30;Beauty;4;€ 50,00;€ 200,00;4001CH
818;18-5-2025;CUST818;Male;30;Electronics;1;€ 500,00;€ 500,00;4001CH
819;15-6-2025;CUST819;Female;35;Beauty;2;€ 50,00;€ 100,00;4001CH
820;6-5-2025;CUST820;Male;49;Electronics;4;€ 50,00;€ 200,00;4001CH
821;14-2-2025;CUST821;Male;49;Electronics;1;€ 300,00;€ 300,00;4001CH
822;23-5-2025;CUST822;Female;52;Beauty;3;€ 50,00;€ 150,00;4001CH
823;19-8-2025;CUST823;Female;56;Electronics;2;€ 50,00;€ 100,00;4001CH
824;5-5-2025;CUST824;Male;63;Clothing;4;€ 30,00;€ 120,00;4001CH
825;26-8-2025;CUST825;Female;46;Beauty;1;€ 25,00;€ 25,00;4001CH
826;19-10-2025;CUST826;Female;46;Clothing;1;€ 300,00;€ 300,00;4001CH
827;9-11-2025;CUST827;Male;61;Beauty;3;€ 300,00;€ 900,00;4001CH
828;9-12-2025;CUST828;Female;33;Electronics;4;€ 300,00;€ 1.200,00;4001CH
829;14-7-2025;CUST829;Male;61;Beauty;3;€ 30,00;€ 90,00;4001CH
830;22-6-2025;CUST830;Female;64;Clothing;3;€ 50,00;€ 150,00;4001CH
831;15-1-2025;CUST831;Male;27;Electronics;4;€ 25,00;€ 100,00;4001CH
832;11-9-2025;CUST832;Male;47;Beauty;4;€ 500,00;€ 2.000,00;4001CH
833;16-6-2025;CUST833;Male;42;Beauty;4;€ 50,00;€ 200,00;4001CH
834;4-4-2025;CUST834;Female;56;Beauty;2;€ 30,00;€ 60,00;4001CH
835;7-9-2025;CUST835;Male;37;Clothing;4;€ 50,00;€ 200,00;4001CH
836;19-4-2025;CUST836;Female;22;Clothing;1;€ 50,00;€ 50,00;4001CH
837;1-7-2025;CUST837;Male;18;Beauty;3;€ 30,00;€ 90,00;4001CH
838;13-5-2025;CUST838;Male;47;Electronics;2;€ 300,00;€ 600,00;4001CH
839;24-6-2025;CUST839;Female;20;Electronics;4;€ 300,00;€ 1.200,00;4001CH
840;24-5-2025;CUST840;Male;62;Clothing;2;€ 25,00;€ 50,00;4001CH
841;2-11-2025;CUST841;Male;31;Electronics;4;€ 25,00;€ 100,00;4001CH
842;26-12-2025;CUST842;Female;47;Clothing;2;€ 300,00;€ 600,00;4001CH
843;22-5-2025;CUST843;Male;21;Beauty;3;€ 500,00;€ 1.500,00;4001CH
844;12-10-2025;CUST844;Male;35;Clothing;3;€ 50,00;€ 150,00;4001CH
845;6-1-2025;CUST845;Male;54;Clothing;1;€ 500,00;€ 500,00;4001CH
846;22-9-2025;CUST846;Male;42;Beauty;1;€ 50,00;€ 50,00;4001CH
847;8-4-2025;CUST847;Female;18;Electronics;4;€ 300,00;€ 1.200,00;4001CH
848;13-2-2025;CUST848;Female;63;Clothing;3;€ 25,00;€ 75,00;4001CH
849;4-5-2025;CUST849;Male;32;Clothing;2;€ 25,00;€ 50,00;4001CH
850;28-7-2025;CUST850;Female;26;Beauty;2;€ 500,00;€ 1.000,00;4001CH
851;8-9-2025;CUST851;Male;32;Electronics;2;€ 25,00;€ 50,00;4001CH
852;12-10-2025;CUST852;Female;41;Clothing;1;€ 300,00;€ 300,00;4001CH
853;4-5-2025;CUST853;Male;21;Beauty;2;€ 500,00;€ 1.000,00;4001CH
854;20-12-2025;CUST854;Male;29;Clothing;1;€ 50,00;€ 50,00;4001CH
855;1-9-2025;CUST855;Male;54;Beauty;1;€ 25,00;€ 25,00;4001CH
856;27-11-2025;CUST856;Male;54;Electronics;4;€ 30,00;€ 120,00;4001CH
857;31-12-2025;CUST857;Male;60;Electronics;2;€ 25,00;€ 50,00;4001CH
858;9-9-2025;CUST858;Male;23;Electronics;2;€ 50,00;€ 100,00;4001CH
859;18-8-2025;CUST859;Female;56;Electronics;3;€ 500,00;€ 1.500,00;4001CH
860;9-1-2025;CUST860;Male;63;Clothing;4;€ 50,00;€ 200,00;4001CH
861;17-2-2025;CUST861;Female;41;Clothing;3;€ 30,00;€ 90,00;4001CH
862;31-5-2025;CUST862;Male;28;Electronics;4;€ 300,00;€ 1.200,00;4001CH
863;24-4-2025;CUST863;Female;30;Electronics;2;€ 25,00;€ 50,00;4001CH
864;27-7-2025;CUST864;Female;51;Electronics;1;€ 500,00;€ 500,00;4001CH
865;21-12-2025;CUST865;Female;42;Clothing;1;€ 300,00;€ 300,00;4001CH
866;5-5-2025;CUST866;Male;24;Electronics;1;€ 50,00;€ 50,00;4001CH
867;6-6-2025;CUST867;Male;21;Electronics;1;€ 500,00;€ 500,00;4001CH
868;6-12-2025;CUST868;Female;25;Electronics;1;€ 300,00;€ 300,00;4001CH
869;25-10-2025;CUST869;Male;37;Beauty;3;€ 500,00;€ 1.500,00;4001CH
870;8-7-2025;CUST870;Female;46;Electronics;4;€ 30,00;€ 120,00;4001CH
871;31-8-2025;CUST871;Male;62;Beauty;2;€ 30,00;€ 60,00;4001CH
872;11-10-2025;CUST872;Female;63;Beauty;3;€ 25,00;€ 75,00;4001CH
873;29-9-2025;CUST873;Female;27;Electronics;4;€ 25,00;€ 100,00;4001CH
874;26-6-2025;CUST874;Male;60;Beauty;1;€ 30,00;€ 30,00;4001CH
875;6-8-2025;CUST875;Female;51;Electronics;4;€ 500,00;€ 2.000,00;4001CH
876;9-10-2025;CUST876;Male;43;Clothing;4;€ 30,00;€ 120,00;4001CH
877;19-6-2025;CUST877;Female;58;Clothing;1;€ 25,00;€ 25,00;4001CH
878;30-6-2025;CUST878;Female;20;Clothing;1;€ 30,00;€ 30,00;4001CH
879;26-12-2025;CUST879;Male;23;Clothing;1;€ 30,00;€ 30,00;4001CH
880;21-8-2025;CUST880;Male;22;Beauty;2;€ 500,00;€ 1.000,00;4001CH
881;19-5-2025;CUST881;Male;22;Electronics;1;€ 300,00;€ 300,00;4001CH
882;6-6-2025;CUST882;Female;64;Electronics;2;€ 25,00;€ 50,00;4001CH
883;9-5-2025;CUST883;Male;40;Electronics;1;€ 500,00;€ 500,00;4001CH
884;29-4-2025;CUST884;Female;26;Clothing;2;€ 30,00;€ 60,00;4001CH
885;3-3-2025;CUST885;Female;52;Clothing;4;€ 30,00;€ 120,00;4001CH
886;9-4-2025;CUST886;Male;37;Electronics;3;€ 300,00;€ 900,00;4001CH
887;11-6-2025;CUST887;Male;59;Clothing;4;€ 25,00;€ 100,00;4001CH
888;3-3-2025;CUST888;Female;52;Electronics;4;€ 25,00;€ 100,00;4001CH
889;2-10-2025;CUST889;Female;35;Electronics;1;€ 50,00;€ 50,00;4001CH
890;20-12-2025;CUST890;Male;34;Electronics;2;€ 25,00;€ 50,00;4001CH
891;5-4-2025;CUST891;Male;41;Electronics;3;€ 300,00;€ 900,00;4001CH
892;9-4-2025;CUST892;Male;20;Electronics;1;€ 50,00;€ 50,00;4001CH
893;21-4-2025;CUST893;Male;49;Electronics;1;€ 50,00;€ 50,00;4001CH
894;5-9-2025;CUST894;Male;52;Electronics;1;€ 30,00;€ 30,00;4001CH
895;22-5-2025;CUST895;Female;55;Clothing;4;€ 30,00;€ 120,00;4001CH
896;29-10-2025;CUST896;Female;30;Electronics;2;€ 25,00;€ 50,00;4001CH
897;26-9-2025;CUST897;Female;64;Electronics;2;€ 50,00;€ 100,00;4001CH
898;2-11-2025;CUST898;Female;42;Clothing;3;€ 30,00;€ 90,00;4001CH
899;25-5-2025;CUST899;Male;26;Clothing;2;€ 300,00;€ 600,00;4001CH
900;21-2-2025;CUST900;Male;21;Clothing;2;€ 30,00;€ 60,00;4001CH
901;10-4-2025;CUST901;Male;31;Electronics;1;€ 30,00;€ 30,00;4001CH
902;1-6-2025;CUST902;Female;54;Beauty;1;€ 50,00;€ 50,00;4001CH
903;27-4-2025;CUST903;Female;51;Beauty;4;€ 50,00;€ 200,00;4001CH
904;4-7-2025;CUST904;Male;28;Clothing;1;€ 500,00;€ 500,00;4001CH
905;2-4-2025;CUST905;Male;58;Beauty;1;€ 300,00;€ 300,00;4001CH
906;4-6-2025;CUST906;Female;20;Clothing;1;€ 50,00;€ 50,00;4001CH
907;8-1-2025;CUST907;Female;45;Electronics;1;€ 25,00;€ 25,00;4001CH
908;29-12-2025;CUST908;Male;46;Beauty;4;€ 300,00;€ 1.200,00;4001CH
909;1-10-2025;CUST909;Male;26;Electronics;1;€ 300,00;€ 300,00;4001CH
910;6-3-2025;CUST910;Female;20;Beauty;3;€ 50,00;€ 150,00;4001CH
911;21-5-2025;CUST911;Male;42;Electronics;3;€ 300,00;€ 900,00;4001CH
912;24-1-2025;CUST912;Male;51;Beauty;3;€ 50,00;€ 150,00;4001CH
913;28-1-2025;CUST913;Male;29;Electronics;3;€ 30,00;€ 90,00;4001CH
914;11-10-2025;CUST914;Female;59;Electronics;1;€ 500,00;€ 500,00;4001CH
915;30-5-2025;CUST915;Female;26;Beauty;3;€ 30,00;€ 90,00;4001CH
916;24-12-2025;CUST916;Female;32;Electronics;1;€ 50,00;€ 50,00;4001CH
917;6-3-2025;CUST917;Female;57;Electronics;4;€ 50,00;€ 200,00;4001CH
918;23-11-2025;CUST918;Female;42;Electronics;3;€ 30,00;€ 90,00;4001CH
